KODE;NORSK_BRUKSNAVN;SEKUNDAERT_FAGOMRAADE;FAGOMRAADE_NLK;REFUSJONSKATEGORI;REFUSJON_stat;REFUSJON_privat;STJERNEKODE;REFUSJONSKATEGORI_ENDRET
NPU03966;B-Monocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03967;B-Eosinofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03968;B-Basofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03972;B-Blastceller (uspesifisert);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03973;B-Promyelocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03974;B-Promyelocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03975;B-Myelocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03976;B-Myelocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03977;B-Metamyelocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03978;B-Metamyelocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03980;B-Nøytrofile granulocytter (stavkjernede);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03982;B-Nøytrofile granulocytter (segmentkjernede);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03983;B-Nøytrofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU03986;U-Epitelceller;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NPU03987;U-Leukocytter (semikvantitativt);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NPU03989;U-Okskarbazepin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU03992;Pt-Sædfarge;Reproduksjonsmedisin;Medisinsk biokjemi;MB5;17,01;15,75;0;
NPU03995;P(vB)-pH;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU04004;SemP-hCG;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04013;P-Erytropoietin;;Medisinsk biokjemi;MB7;35,12;32,55;0;
NPU04014;P-FSH;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU04020;P-Proinsulin;;Medisinsk biokjemi;MB10;133,86;124,13;0;
NPU04029;Sp-IgG-indeks;Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB11;225,07;208,71;0;IT7 til MB11
NPU04032;Pt-Blødningstid;;Medisinsk biokjemi;MB8;57,76;53,57;0;
NPU04056;P-Beta-2-glykoprotein 1;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04061;P-Pregnenolon;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04070;Ery-Immunglobulin G;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;IT6 til IT0
NPU04072;Asc-Glukose;;Medisinsk biokjemi;MB3;9,53;8,81;0;
NPU04073;P-Homocystein;;Medisinsk biokjemi;MB8;57,76;53,57;0;
NPU04079;Luft-pCO2;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04093;vB-Glukose;;Medisinsk biokjemi;MB1;5,16;4,77;0;MB0 til MB1
NPU04094;P-Triglyserid;;Medisinsk biokjemi;MB2;6,96;6,45;1;
NPU04095;U-Kappa-kjeder;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04097;U-Lambda-kjeder;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04100;B-Differensialtelling;;Medisinsk biokjemi;MB10;133,86;124,13;0;
NPU04113;P-Metadon;;Klinisk farmakologi;KF6;286,47;283,42;0;KF7 til KF6
NPU04114;P-Klozapin;;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU04115;P-Tioridazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04116;U-Klozapin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04117;P-Fluvoksamin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04118;U-Fluvoksamin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04121;P-DHEAS;;Medisinsk biokjemi;MB7;35,12;32,55;0;
NPU04124;U-DHEAS;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04127;Ldv-Krystaller;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB7 til MB0
NPU04128;P-Rubellavirus IgG;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU04133;P-TIBC;;Medisinsk biokjemi;MB0;0,5;0,48;1;MB1 til MB0
NPU04139;P-Kortisol 0 min.;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB6 til MB7
NPU04140;P-Kortisol 30 min.;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB6 til MB7
NPU04144;P-Kalsium, fritt (pH 7,4);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB5 til MB0
NPU04145;P-Bilirubin (nyfødt);;Medisinsk biokjemi;MB1;5,16;4,77;0;MB0 til MB1
NPU04149;P-C-peptid, fastende;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04153;B-Store ufargede celler;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04154;P-Proinsulin, fastende;;Medisinsk biokjemi;MB8;57,76;53,57;0;MM3 til MB8
NPU04158;P-T3 reverse;;Medisinsk biokjemi;MB10;133,86;124,13;0;
NPU04159;U-ALA;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB8 til MB11
NPU04160;U-Kalsium;;Medisinsk biokjemi;MB2;6,96;6,45;1;
NPU04169;P-Kalsium alb.korr.;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04172;P-ds(nativt) DNA IgG;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;IT5 til IT3
NPU04173;P-Glukose 0 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;MB2 til MB1
NPU04174;P-Glukose 30 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04175;P-Glukose 60 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;MB3 til MB1
NPU04176;P-Glukose 90 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04177;P-Glukose 120 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;MB3 til MB1
NPU04178;P-Glukose 150 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04179;P-Glukose 180 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04181;P-Glukose 240 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04183;P-Glukose 300 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04184;P-Glukose 330 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04185;P-Glukose 360 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04186;P-Glukose 15 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04187;P-Glukose 45 min;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04191;P-Transferrinmetning;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04197;Pt(ab)-Blodgass (liste);;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU04199;P-TSH 0 min.;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04200;P-TSH 20 min.;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04202;P-TSH 60 min.;;Medisinsk biokjemi;MB6;23,18;21,5;0;MB5 til MB6
NPU04204;P-Xylose;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04206;U-Protein (semikvantitativt);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NPU04207;U-Glukose (semikvantitativt);;Medisinsk biokjemi;MB0;0,5;0,48;1;MB1 til MB0
NPU04208;U-Hemoglobin (semikvantitativt);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NPU04210;U-Hydroksyprolin/Kreatinin;;Medisinsk biokjemi;MB7;35,12;32,55;0;
NPU04211;U-Kvikksølv pr. døgn;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04219;F-Natrium;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04221;B-Erytrocytter, morfologi;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04222;U-Mikroskopi (liste);;Medisinsk biokjemi;MB10;133,86;124,13;0;MB9 til MB10
NPU04224;Sp-Utseende, før sentrifug.;;Medisinsk biokjemi;MB5;17,01;15,75;0;
NPU04225;Sp-Klarhet, est.;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU04226;Sp-Nøytrofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04227;Sp-Mononukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB5 til MB0
NPU04234;P-Labetalol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04247;P-Metaraminol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04248;U-Midazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04249;U-Midazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04250;P-Midazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU04254;P-Oksandrolon;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU04255;P-Oksymetolon;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU04256;U-Oksymorfon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04259;U-Perfenazin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04275;U-Rifampicin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04276;U-Rifampicin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04277;P-Rifampicin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04278;U-Sufentanil;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04281;U-Temazepam (hydroksydiazepam);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04282;U-Temazepam (hydroksydiazepam);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04283;P-Temazepam (hydroksydiazepam);;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU04330;U-Alfentanil;;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU04331;U-Alfentanil;;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU04335;U-Alprazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04344;U-Bupropion;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04345;U-Bupropion;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04346;P-Bupropion;;Klinisk farmakologi;KF8;656,5;649,55;0;KF7 til KF8
NPU04347;U-Buspiron;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04349;P-Buspiron;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04350;U-Karfentanil;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04360;U-Kortisol;;Medisinsk biokjemi;MB8;57,76;53,57;0;MB11 til MB8
NPU04371;U-Diklofenak;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04374;U-Diltiazem;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04381;U-Enalapril;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04386;P-Etambutol;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04393;P-Fluoksymesteron;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU04394;U-Griseofulvin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04404;U-Benzfetamin;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04407;U-Bisoprolol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04420;P-Koffein;;Klinisk farmakologi;KF8;656,5;649,55;0;KF9 til KF8
NPU04421;U-Katin (norpseudoefedrin);;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU04437;U-Klostebol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04449;U-Dehydroklormetyltestosteron;;Klinisk farmakologi;KF2;22,68;22,44;0;KF0 til KF2
NPU04450;U-Heroin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04452;U-Dihydrokodein;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04455;U-Drostanolon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04457;U-Efedrin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04464;U-Etylmorfin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04467;U-N-Etylamfetamin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04482;U-Metylendioksymetamfetamin (MDMA);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04485;P-Fentanyl;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU04489;U-Formebolon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04492;U-4-Hydroksyamfetamin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04504;U-Metenolon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04505;U-Metandriol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04508;U-Amoksapin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04516;U-Metylfenidat;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04517;U-Metyltestosteron;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04519;U-Mesterolon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04520;U-Metamfetamin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04521;U-Metandrostenolon (metandienon);;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04527;U-Pindolol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04539;U-Nandrolon (19-nortestosteron);;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04548;U-Timolol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04549;U-Tramadol;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04550;U-Klordiazepoksid;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04551;U-Tramadol;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04554;P-Alfentanil;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04564;U-Oksymesteron;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04565;U-Noretandrolon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04571;U-Norpetidin;;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU04579;U-Atenolol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04582;U-Haloperidol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04584;U-Buprenorfin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04589;P-ALP isoenzym;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU04591;U-Oksykodon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04592;U-Etanol;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04596;U-Paracetamol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04608;U-Fenmetrazin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04610;Hb-HbA;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NPU04611;Hb-Hemoglobin A2;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NPU04613;Hb-Hemoglobin F;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NPU04615;U-Norefedrin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04616;U-Metoprolol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04625;P-Adrenalin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04626;U-Pindolol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04627;P-Alprazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU04628;P-Sotalol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04629;U-Timolol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04634;U-Pseudoefedrin;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU04638;U-Barbital;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU04641;U-Stanozolol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04642;U-Stryknin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04644;U-Tioridazin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04645;U-Trenbolon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04648;U-Bromazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04649;U-Valproat;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04650;P-Alfa-1-globulin;Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04651;P-Alfa-2-globulin;Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04652;P-Beta-globulin;Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB3;9,53;8,81;0;
NPU04653;P-Gamma-globulin;Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04656;U-Beta-globulin;Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04660;Sp-Beta-2-mikroglobulin;Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB8;57,76;53,57;0;
NPU04663;Bm-Leukocytter (uspesifisert);;Medisinsk biokjemi;MB10;133,86;124,13;0;
NPU04665;U-Diazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04666;Bm-Basofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04668;Bm-Blastceller (uspesifisert);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04672;Bm-Eosinofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04674;Bm-Lymfocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04676;Bm-Metamyelocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04678;Bm-Monocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04680;Bm-Myeloblaster;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04682;Bm-Nøytrofile granulocytter (segmentkjernede);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04684;Bm-Nøytrofile granulocytter (stavkjernede);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04685;U-Flunitrazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04686;U-Fentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04687;U-Fluoksymesteron;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04689;Bm-Lymfoblaster;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04693;U-Hydromorfon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04697;U-Labetalol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04699;U-Lorazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04701;U-Metylendioksymetamfetamin (MDMA);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04720;Bm-Leukocyttype;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04723;U-Nitrazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04726;U-Oksandrolon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04727;U-Oksazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04730;U-Oksymetolon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04733;U-Pentobarbital;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04738;U-Fenobarbital;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04769;U-Butalbital;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU04770;U-Butalbital;;Klinisk farmakologi;KF3;41,75;41,3;0;
NPU04771;U-Amitriptylin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04772;U-Amitriptylin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04775;Sp-Celler;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04778;P-Citalopram;;Klinisk farmakologi;KF7;477,48;472,39;0;
NPU04781;U-Klorpromazin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04782;U-Cystin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04783;U-Klorprotiksen;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04784;U-Citalopram;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04785;U-Citalopram;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04786;P-Digitoksin;;Klinisk farmakologi;KF5;155,17;153,54;0;KF4 til KF5
NPU04787;U-Klomipramin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04789;U-Desipramin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04790;P-Flufenazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04791;U-Difenhydramin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04793;U-Dosulepin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04794;U-Dosulepin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04795;P-Flunitrazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU04796;U-Doksepin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04797;P-Flupentiksol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04798;U-Imipramin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04800;U-Levomepromazin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04805;B-Histaminfrigjøringstest;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NPU04806;U-Mianserin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04810;U-Paracetamol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04811;U-Salisylsyre;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04813;U-Nortriptylin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04814;U-HVA pr. døgn;;Medisinsk biokjemi;MB11;225,07;208,71;0;
NPU04816;P-Isoniazid;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04822;P-Klorpromazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04827;U-Benzodiazepiner;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04830;P-Tiopental;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04831;U-Tiopental;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04838;U-Primidon;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04839;U-Primidon;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04840;U-Zuklopentiksol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04841;U-Karbamazepin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04842;U-Karbamazepin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04843;U-Klobazam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04844;U-Klobazam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04847;U-Klonazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04848;U-Klonazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04849;U-Klorazepat;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04851;B-Mononukleære leukocytter;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU04852;B-Polymorfnukleære leukocytter;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU04853;P-Levomepromazin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04854;P-Lofepramin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04855;P-Lorazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU04858;P-Metoprolol;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04860;P-Mianserin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04861;P-Noradrenalin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04862;P-Oksazepam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU04863;P-Paroksetin;;Klinisk farmakologi;KF8;656,5;649,55;0;KF7 til KF8
NPU04864;U-PBG;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NPU04865;Sp-Proteinelektroforese;;Medisinsk biokjemi;MB10;133,86;124,13;0;MB9 til MB10
NPU04868;P-Risperidon;;Klinisk farmakologi;KF6;286,47;283,42;0;KF7 til KF6
NPU04869;P-Trimipramin;;Klinisk farmakologi;KF8;656,5;649,55;0;
NPU04871;Ery-Uroporfyrinogendekarboksylase;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04874;B-Kadmium;;Medisinsk biokjemi;MB8;57,76;53,57;0;
NPU04883;U-Terbutalin;;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04884;U-Jod;;Medisinsk biokjemi;MB8;57,76;53,57;0;
NPU04887;P-Bly;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04888;U-Litium;Medisinsk biokjemi;Klinisk farmakologi;KF0;0,6;0,6;0;KF9 til KF0
NPU04895;U-ACTH;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04899;Hår-Selen (Se);Klinisk farmakologi;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04904;P-Kobolt;Klinisk farmakologi;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU04910;U-Miboleron;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04912;U-Oksykodon;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04913;U-Amfetaminil;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU04914;U-Bolasteron;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04915;P-Karfentanil;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU04917;P-Dekstropropoksyfen;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU04921;U-Boldenon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU04925;U-Metylendioksyamfetamin (MDA);;Klinisk farmakologi;KF2;22,68;22,44;0;
