ICPC2B_ICD10_Kode;ICPC2_Kode;ICPC2B_tekst;icpc2_Kap;icpc2_type;ICPC2B_kode
G971;A87;Komplikasjoner spinalpunksjon;A;2;A870028
T885;A87;Komplikasjoner ved anestesi IKA;A;2;A870029
T881;A87;Komplikasjoner ved vaksinering;A;2;A870030
H959;A87;Komplikasjoner øre etter behandling;A;2;A870031
H599;A87;Komplikasjoner øye etter behandling;A;2;A870032
I972;A87;Lymfødem etter mastektomi;A;2;A870033
M969;A87;Muskel-skjelettplager etter behandling;A;2;A870034
O901;A87;Perinealrift;A;2;A870035
T810;A87;Postoperativ infeksjon/blødning/sårkomplikasjon;A;2;A870036
I972;A87;Post-operativt lymfødem;A;2;A870037
T881;A87;Reaksjon ved vaksine/transfusjon;A;2;A870038
O901;A87;Ruptur obstetrisk sår perineum;A;2;A870039
T813;A87;Ruptur operasjonssår;A;2;A870040
T889;A87;Røntgenbivirkning;A;2;A870041
T814;A87;Sårinfeksjon postoperativ;A;2;A870042
O901;A87;Sårruptur episiotomi;A;2;A870043
O900;A87;Sårruptur etter keisersnitt;A;2;A870044
E895;A87;Testikkelsvikt etter behandling;A;2;A870045
T801;A87;Tromboflebitt etter injeksjon/infusjon;A;2;A870046
N999;A87;Urinveisplager etter behandling;A;2;A870047
T803;A87;ABO-uforlikelighetsreaksjon;A;2;A870048
N992;A87;Adheranse i skjede etter operasjon;A;2;A870049
J952;A87;Akutt lungeinsuffisiens etter ikke-torakal kirurgi;A;2;A870050
J951;A87;Akutt lungeinsuffisiens etter torakal kirurgi;A;2;A870051
T816;A87;Akutt reaksjon mot fremmed stoff utilsiktet etterlatt under kirurgisk eller medisinsk prosedyre;A;2;A870052
T873;A87;Amputasjonsnevrom;A;2;A870053
T805;A87;Anafylaktisk sjokk som skyldes serumbehandling;A;2;A870054
I978;A87;Annen forstyrrelse i sirkulasjonssystemet etter kirurgiske eller medisinske prosedyrer, ikke klassifisert annet sted;A;2;A870055
I971;A87;Annen funksjonsforstyrrelse etter hjerteinngrep;A;2;A870056
O895;A87;Annen komplikasjon som følge av spinal- eller epiduralanestesi i barseltid;A;2;A870057
O746;A87;Annen komplikasjon som følge av spinal- eller epiduralanestesi under fødsel eller forløsning;A;2;A870058
O295;A87;Annen komplikasjon som følge av spinal- eller epiduralanestesi under svangerskap;A;2;A870059
H951;A87;Annen lidelse etter mastoidektomi;A;2;A870060
O741;A87;Annen lungekomplikasjon som følge av anestesi under fødsel eller forløsning;A;2;A870061
T806;A87;Annen serumreaksjon;A;2;A870062
E898;A87;Annen spesifisert endokrin eller metabolsk forstyrrelse etter kirurgiske og medisinske prosedyrer;A;2;A870063
H598;A87;Annen spesifisert forandring i øyet eller dets omgivelser etter kirurgisk eller medisinsk prosedyre;A;2;A870064
N998;A87;Annen spesifisert forstyrrelse i urinveier eller kjønnsorganer etter kirurgiske eller medisinske prosedyrer;A;2;A870065
T808;A87;Annen spesifisert komplikasjon etter infusjon, transfusjon eller terapeutisk injeksjon;A;2;A870066
O898;A87;Annen spesifisert komplikasjon som følge av anestesi i barseltid;A;2;A870067
O748;A87;Annen spesifisert komplikasjon som følge av anestesi under fødsel eller forløsning;A;2;A870068
O298;A87;Annen spesifisert komplikasjon som følge av anestesi under svangerskap;A;2;A870069
G978;A87;Annen spesifisert lidelse i nervesystemet etter kirurgisk eller medisinsk prosedyre;A;2;A870070
H958;A87;Annen spesifisert lidelse i øre eller ørebensknute etter kirurgisk eller medisinsk prosedyre;A;2;A870071
M968;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer;A;2;A870072
M9687;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i ankel og fot;A;2;A870073
M9688;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i annen lokalisasjon;A;2;A870074
M9685;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i bekkenregion og lår;A;2;A870075
M9680;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i flere lokalisasjoner;A;2;A870076
M9684;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i hånd;A;2;A870077
M9686;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i legg;A;2;A870078
M9682;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i overarm;A;2;A870079
M9681;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i skulderregion;A;2;A870080
M9683;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i underarm;A;2;A870081
M9689;A87;Annen spesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i uspesifisert lokalisasjon;A;2;A870082
J958;A87;Annen spesifisert åndedrettsforstyrrelse etter medisinsk prosedyre;A;2;A870083
O740;A87;Aspirasjonspneumonitt som følge av anestesi under fødsel eller forløsning;A;2;A870084
M966;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate;A;2;A870085
M9667;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i ankel og fot;A;2;A870086
M9668;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i annen lokalisasjon;A;2;A870087
M9665;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i bekkenregion og lår;A;2;A870088
M9660;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i flere lokalisasjoner;A;2;A870089
M9664;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i hånd;A;2;A870090
M9666;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i legg;A;2;A870091
M9662;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i overarm;A;2;A870092
M9661;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i skulderregion;A;2;A870093
M9663;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i underarm;A;2;A870094
M9669;A87;Benbrudd etter innsetting av ortopedisk implantat, leddprotese eller benplate i uspesifisert lokalisasjon;A;2;A870095
T815;A87;Fremmedlegeme utilsiktet etterlatt i kroppshule eller operasjonssår etter kirurgisk eller medisinsk prosedyre;A;2;A870096
J950;A87;Funksjonsfeil ved trakeostomi;A;2;A870097
T868;A87;Funksjonssvikt eller avstøting av annet spesifisert transplantert organ eller vev;A;2;A870098
T863;A87;Funksjonssvikt eller avstøting av hjerte-lunge-transplantat;A;2;A870099
T862;A87;Funksjonssvikt eller avstøting av hjertetransplantat;A;2;A870100
T864;A87;Funksjonssvikt eller avstøting av levertransplantat;A;2;A870101
T861;A87;Funksjonssvikt eller avstøting av nyretransplantat;A;2;A870102
N995;A87;Funksjonssvikt i urostomi;A;2;A870103
O902;A87;Hematom i obstetrisk sår;A;2;A870104
O891;A87;Hjertekomplikasjon som følge av anestesi i barseltid;A;2;A870105
O742;A87;Hjertekomplikasjon som følge av anestesi under fødsel eller forløsning;A;2;A870106
O291;A87;Hjertekomplikasjon som følge av anestesi under svangerskap;A;2;A870107
O745;A87;Hodepine etter tilførsel av spinal- eller epiduralanestesi under fødsel eller forløsning;A;2;A870108
O894;A87;Hodepine som følge av spinal- eller epiduralanestesi i barseltid;A;2;A870109
O294;A87;Hodepine som følge av spinal- eller epiduralanestesi under svangerskap;A;2;A870110
T802;A87;Infeksjon etter infusjon, transfusjon eller terapeutisk injeksjon;A;2;A870111
T880;A87;Infeksjon etter vaksinasjon;A;2;A870112
T874;A87;Infeksjon i amputasjonsstump;A;2;A870113
G972;A87;Intrakraniell hypotensjon etter ventrikkelshunting;A;2;A870114
T817;A87;Komplikasjon i blodkar etter kirurgisk eller medisinsk prosedyre ikke klassifisert annet sted;A;2;A870115
O292;A87;Komplikasjon i CNS som følge av anestesi under svangerskap;A;2;A870116
O892;A87;Komplikasjon i sentralnervesystemet som følge av anestesi i barseltid;A;2;A870117
O743;A87;Komplikasjon i sentralnervesystemet som følge av anestesi under fødsel eller forløsning;A;2;A870118
T872;A87;Komplikasjon ved reimplantasjon av annen kroppsdel;A;2;A870119
T870;A87;Komplikasjon ved reimplantasjon av hele eller del av overekstremitet;A;2;A870120
T871;A87;Komplikasjon ved reimplantasjon av hele eller del av underekstremitet;A;2;A870121
H590;A87;Bulløs keratopati etter operasjon for grå stær;A;2;A870122
J953;A87;Kronisk lungeinsuffisiens etter kirurgi;A;2;A870123
M963;A87;Kyfose etter laminektomi;A;2;A870124
M962;A87;Kyfose etter strålebehandling;A;2;A870125
G970;A87;Lekkasje av cerebrospinalvæske etter spinalpunksjon;A;2;A870126
M964;A87;Lordose etter kirurgisk inngrep;A;2;A870127
T800;A87;Luftemboli etter infusjon, transfusjon eller terapeutisk injeksjon;A;2;A870128
O890;A87;Lungekomplikasjon som følge av anestesi i barseltid;A;2;A870129
O290;A87;Lungekomplikasjon som følge av anestesi under svangerskap;A;2;A870130
J954;A87;Mendelsons syndrom;A;2;A870131
T884;A87;Mislykket eller vanskelig intubasjon;A;2;A870132
O896;A87;Mislykket eller vanskelig intubasjon i barseltid;A;2;A870133
O747;A87;Mislykket eller vanskelig intubasjon under fødsel eller forløsning;A;2;A870134
O296;A87;Mislykket eller vanskelig intubasjon under svangerskap;A;2;A870135
T875;A87;Nekrose i amputasjonsstump;A;2;A870136
N990;A87;Nyresvikt etter kirurgiske eller medisinske prosedyrer;A;2;A870137
T883;A87;Ondartet hypertermi som skyldes anestesi;A;2;A870138
K910;A87;Oppkast etter gastrointestinal kirurgi;A;2;A870139
I970;A87;Postkardiotomisyndrom;A;2;A870140
M961;A87;Postlaminektomisyndrom, ikke klassifisert annet sted;A;2;A870141
K913;A87;Postoperativ tarmobstruksjon;A;2;A870142
M960;A87;Pseudartrose etter fusjon eller artrodese;A;2;A870143
M9607;A87;Pseudartrose etter fusjon eller artrodese i ankel og fot;A;2;A870144
M9608;A87;Pseudartrose etter fusjon eller artrodese i annen lokalisasjon;A;2;A870145
M9605;A87;Pseudartrose etter fusjon eller artrodese i bekkenregion og lår;A;2;A870146
M9600;A87;Pseudartrose etter fusjon eller artrodese i flere lokalisasjoner;A;2;A870147
M9604;A87;Pseudartrose etter fusjon eller artrodese i hånd;A;2;A870148
M9606;A87;Pseudartrose etter fusjon eller artrodese i legg;A;2;A870149
M9602;A87;Pseudartrose etter fusjon eller artrodese i overarm;A;2;A870150
M9601;A87;Pseudartrose etter fusjon eller artrodese i skulderregion;A;2;A870151
M9603;A87;Pseudartrose etter fusjon eller artrodese i underarm;A;2;A870152
M9609;A87;Pseudartrose etter fusjon eller artrodese i uspesifisert lokalisasjon;A;2;A870153
T804;A87;Rh-uforlikelighetsreaksjon;A;2;A870154
T882;A87;Sjokk som skyldes anestesi;A;2;A870155
T811;A87;Sjokk under eller som følge av kirurgisk eller medisinsk prosedyre, ikke klassifisert annet sted;A;2;A870156
M965;A87;Skoliose etter strålebehandling;A;2;A870157
J955;A87;Subglottisk stenose etter medisinsk prosedyre;A;2;A870158
H950;A87;Tilbakevendende kolesteatom i kavitet etter mastoidektomi;A;2;A870159
O893;A87;Toksisk reaksjon på lokalbedøvelse i barseltid;A;2;A870160
O744;A87;Toksisk reaksjon på lokalbedøvelse under fødsel eller forløsning;A;2;A870161
O293;A87;Toksisk reaksjon på lokalbedøvelse under svangerskap;A;2;A870162
N991;A87;Urinrørsstriktur etter kirurgiske eller medisinske prosedyrer;A;2;A870163
I979;A87;Uspesifisert forstyrrelse i sirkulasjonssystemet etter kirurgiske eller medisinske prosedyrer;A;2;A870164
O899;A87;Uspesifisert komplikasjon som følge av anestesi i barseltid;A;2;A870165
O749;A87;Uspesifisert komplikasjon som følge av anestesi under fødsel eller forløsning;A;2;A870166
O299;A87;Uspesifisert komplikasjon som følge av anestesi under svangerskap;A;2;A870167
T819;A87;Uspesifisert komplikasjon til kirurgisk eller medisinsk prosedyre;A;2;A870168
M9697;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i ankel og fot;A;2;A870169
M9698;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i annen lokalisasjon;A;2;A870170
M9695;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i bekkenregion og lår;A;2;A870171
M9690;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i flere lokalisasjoner;A;2;A870172
M9694;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i hånd;A;2;A870173
M9696;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i legg;A;2;A870174
M9692;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i overarm;A;2;A870175
M9691;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i skulderregion;A;2;A870176
M9693;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i underarm;A;2;A870177
M9699;A87;Uspesifisert muskel-skjelettlidelse etter kirurgiske eller medisinske prosedyrer i uspesifisert lokalisasjon;A;2;A870178
J959;A87;Uspesifisert åndedrettsforstyrrelse etter medisinsk prosedyre;A;2;A870179
T812;A87;Utilsiktet punksjon eller laserasjon under kirurgisk eller medisinsk prosedyre, ikke klassifisert annet sted;A;2;A870180
N993;A87;Vaginalt fremfall etter hysterektomi;A;2;A870181
T758;A88;Skadevirkning av fysisk faktor;A;2;A880000
T71;A88;Asfyksi traumatisk;A;2;A880001
T753;A88;Bevegelsessyke;A;2;A880002
T753;A88;Bilsyke;A;2;A880003
T702;A88;Bivirkning av høydeopphold;A;2;A880004
T751;A88;Drukning;A;2;A880005
T703;A88;Dykkersyke;A;2;A880006
T753;A88;Flysyke;A;2;A880007
T698;A88;Frostbitt;A;2;A880008
T691;A88;Frostknuter;A;2;A880009
T356;A88;Frostskade flere steder;A;2;A880010
T349;A88;Frostskade med vevsnekrose;A;2;A880011
T339;A88;Frostskade overfladisk;A;2;A880012
T670;A88;Heteslag;A;2;A880013
T68;A88;Hypotermi ved ulykke;A;2;A880014
T702;A88;Høydesyke;A;2;A880015
T71;A88;Kvelning;A;2;A880016
T750;A88;Lynnedslag skade;A;2;A880017
T68;A88;Nedkjølt;A;2;A880018
T751;A88;Nestendrukning;A;2;A880019
T753;A88;Reisesyke;A;2;A880020
T754;A88;Sjokk elektrisk;A;2;A880021
T750;A88;Sjokk lynnedslag;A;2;A880022
T753;A88;Sjøsyke;A;2;A880023
T670;A88;Solstikk;A;2;A880024
T66;A88;Strålesykdom;A;2;A880025
T66;A88;Strålingsskade;A;2;A880026
T703;A88;Trykkfallsyke;A;2;A880027
T709;A88;Trykkskade INA;A;2;A880028
T733;A88;Utmattet overanstrengelse fysisk;A;2;A880029
T730;A88;Utmattet pga matmangel/sult;A;2;A880030
T731;A88;Utmattet pga tørste/vannmangel;A;2;A880031
T752;A88;Vibrasjonsskade;A;2;A880032
T738;A88;Annen spesifisert deprivasjonseffekt;A;2;A880033
T788;A88;Annen spesifisert skadevirkning ikke klassifisert annet sted;A;2;A880034
T678;A88;Annen spesifisert tilstand som skyldes påvirkning av varme eller lys;A;2;A880035
T708;A88;Annen spesifisert virkninger av lufttrykk eller vanntrykk;A;2;A880036
T671;A88;Besvimelse forårsaket av varme;A;2;A880037
T676;A88;Forbigående tretthet som skyldes varme;A;2;A880038
T348;A88;Frostskade med vevsnekrose på ankel eller fot;A;2;A880039
T344;A88;Frostskade med vevsnekrose på arm;A;2;A880040
T342;A88;Frostskade med vevsnekrose på brystkasse;A;2;A880041
T343;A88;Frostskade med vevsnekrose på bukvegg, nedre del av rygg eller bekken;A;2;A880042
T341;A88;Frostskade med vevsnekrose på hals;A;2;A880043
T340;A88;Frostskade med vevsnekrose på hode;A;2;A880044
T346;A88;Frostskade med vevsnekrose på hofte eller lår;A;2;A880045
T345;A88;Frostskade med vevsnekrose på håndledd eller hånd;A;2;A880046
T347;A88;Frostskade med vevsnekrose på kne eller legg;A;2;A880047
T351;A88;Frostskade med vevsnekrose som omfatter flere kroppsregioner;A;2;A880048
T672;A88;Hetekramper;A;2;A880049
T690;A88;Immersjonshånd og -fot;A;2;A880050
T338;A88;Overfladisk frostskade på ankel eller fot;A;2;A880051
T334;A88;Overfladisk frostskade på arm;A;2;A880052
T332;A88;Overfladisk frostskade på brystkasse;A;2;A880053
T333;A88;Overfladisk frostskade på bukvegg, nedre del av rygg eller bekken;A;2;A880054
T331;A88;Overfladisk frostskade på hals;A;2;A880055
T330;A88;Overfladisk frostskade på hode;A;2;A880056
T336;A88;Overfladisk frostskade på hofte eller lår;A;2;A880057
T335;A88;Overfladisk frostskade på håndledd eller hånd;A;2;A880058
T337;A88;Overfladisk frostskade på kne eller legg;A;2;A880059
T350;A88;Overfladisk frostskade som omfatter flere kroppsregioner;A;2;A880060
T739;A88;Uspesifisert deprivasjonseffekt;A;2;A880061
T357;A88;Uspesifisert frostskade med uspesifisert lokalisasjon;A;2;A880062
T353;A88;Uspesifisert frostskade på brystkasse, bukvegg, nedre del av rygg eller bekken;A;2;A880063
T352;A88;Uspesifisert frostskade på hode eller hals;A;2;A880064
T354;A88;Uspesifisert frostskade på overekstremitet;A;2;A880065
T355;A88;Uspesifisert frostskade på underekstremitet;A;2;A880066
T789;A88;Uspesifisert skadevirkning;A;2;A880067
T699;A88;Uspesifisert tilstand som skyldes nedsatt omgivelsestemperatur;A;2;A880068
T679;A88;Uspesifisert tilstand som skyldes påvirkning av varme eller lys;A;2;A880069
T675;A88;Uspesifisert varmeutmattelse;A;2;A880070
T732;A88;Utmattelse på grunn av klimatisk påkjenning;A;2;A880071
T674;A88;Varmeutmattelse som skyldes salttap;A;2;A880072
T673;A88;Varmeutmattelse som skyldes væsketap;A;2;A880073
T677;A88;Varmeødem;A;2;A880074
T704;A88;Virkninger av høytrykksvæske;A;2;A880075
T859;A89;Komplikasjoner/problemer med protese;A;2;A890000
T829;A89;Blodkarimplantat problemer;A;2;A890001
T829;A89;Blodkartransplantat problemer;A;2;A890002
Z935;A89;Cystostomi;A;2;A890003
Z469;A89;Hjelpemiddel tilpasning/justering INA;A;2;A890004
T820;A89;Hjerteklaffprotese problemer;A;2;A890005
Z461;A89;Høreapparat tilpasning/justering;A;2;A890006
Z459;A89;Kontroll implantert hjelpemiddel;A;2;A890007
Z450;A89;Kontroll pacemaker eller defibrillator;A;2;A890008
Z439;A89;Kontroll stomi/kunstig åpning;A;2;A890009
T822;A89;Koronararteriebypass problemer;A;2;A890010
T849;A89;Leddprotese problemer;A;2;A890011
Z449;A89;Protese tilpasning/justering;A;2;A890012
T859;A89;Protese/implantat problemer IKA;A;2;A890013
T859;A89;Transplantat problemer IKA;A;2;A890014
Z936;A89;Ureterostomi;A;2;A890015
Z936;A89;Uretrostomi;A;2;A890016
T839;A89;Urinveisimplantat problemer;A;2;A890017
T830;A89;Urinveiskateter problemer;A;2;A890018
T848;A89;Annen spesifisert komplikasjon ved innvendig ortopedisk protese, implantat eller transplantat;A;2;A890019
T858;A89;Annen spesifisert komplikasjon ved innvendig protese, implantat eller transplantat, ikke klassifisert annet sted;A;2;A890020
